 day,CH4emit_d,watertable,swc1,swc2,swc3,stsurf,st1,st2
     66,         0.0236,       -52.6233,         0.0942,         0.0944,         0.0946,        -0.2308,         0.0983,         0.4342
     67,         0.0169,       -53.5296,         0.0938,         0.0944,         0.0946,        -0.3025,         0.0421,         0.3862
     68,         0.0133,       -54.4427,         0.0934,         0.0944,         0.0946,        -0.1842,         0.1492,         0.4862
     69,         0.0271,       -55.3171,         0.0929,         0.0944,         0.0946,        -0.1388,         0.1629,         0.4792
     70,         0.0095,       -56.4323,         0.0923,         0.0942,         0.0945,        -0.1300,         0.1667,         0.4800
     71,         0.0112,       -56.3354,         0.0931,         0.0943,         0.0945,        -0.0925,         0.1758,         0.4717
     72,         0.0196,       -56.1662,         0.0927,         0.0943,         0.0946,        -0.1433,         0.1308,         0.4296
     73,         0.0157,       -56.9232,         0.0922,         0.0943,         0.0945,        -0.1212,         0.1700,         0.4767
     74,         0.0212,       -57.8917,         0.0917,         0.0943,         0.0945,        -0.0567,         0.2075,         0.4992
     75,         0.0083,       -58.8166,         0.0911,         0.0942,         0.0945,        -0.0912,         0.1746,         0.4642
     76,         0.0131,       -57.2405,         0.0931,         0.0942,         0.0945,        -0.0333,         0.2212,         0.5054
     77,         0.0176,       -56.4223,         0.0926,         0.0943,         0.0945,        -0.0704,         0.1717,         0.4458
     78,         0.0153,       -57.3528,         0.0921,         0.0942,         0.0945,        -0.1275,         0.1308,         0.4150
     79,         0.0085,       -56.8985,         0.0933,         0.0943,         0.0945,        -0.0354,         0.2075,         0.4783
     80,         0.0143,       -54.7531,         0.0936,         0.0943,         0.0946,        -0.0246,         0.2137,         0.4825
     81,         0.0087,       -55.2248,         0.0931,         0.0943,         0.0945,        -0.0638,         0.1679,         0.4292
     82,         0.0247,       -56.8233,         0.0923,         0.0941,         0.0945,        -0.0792,         0.1533,         0.4154
     83,         0.0257,       -58.5543,         0.0916,         0.0941,         0.0944,        -0.1437,         0.0946,         0.3613
     84,         0.0159,       -60.0044,         0.0908,         0.0940,         0.0944,        -0.1450,         0.1025,         0.3742
     85,         0.0165,       -61.5911,         0.0900,         0.0941,         0.0944,        -0.1300,         0.1108,         0.3817
     86,         0.0151,       -62.8344,         0.0893,         0.0941,         0.0944,        -0.1804,         0.0833,         0.3633
     87,         0.0136,       -64.1233,         0.0885,         0.0940,         0.0944,        -0.1958,         0.0863,         0.3775
     88,         0.0215,       -65.6682,         0.0876,         0.0940,         0.0943,        -0.1433,         0.1187,         0.3967
     89,         0.0108,       -67.3169,         0.0867,         0.0939,         0.0943,        -0.1000,         0.1379,         0.4033
     90,         0.0091,       -68.5829,         0.0860,         0.0940,         0.0944,        -0.0733,         0.1604,         0.4179
     91,         0.0075,       -66.1094,         0.0904,         0.0942,         0.0944,        -0.0371,         0.1888,         0.4396
     92,         0.0143,       -61.7327,         0.0898,         0.0941,         0.0944,        -0.0079,         0.2146,         0.4663
     93,         0.0083,       -58.4799,         0.0936,         0.0943,         0.0945,        -0.0317,         0.1875,         0.4317
     94,         0.0091,       -52.3025,         0.0953,         0.0942,         0.0945,        -0.0083,         0.2067,         0.4550
     95,         0.0093,       -51.4586,         0.0953,         0.0942,         0.0945,        -0.0800,         0.1429,         0.3937
     96,         0.0120,       -52.4852,         0.0946,         0.0942,         0.0945,        -0.0583,         0.1688,         0.4213
     97,         0.0216,       -53.9099,         0.0940,         0.0941,         0.0944,        -0.0729,         0.1567,         0.4100
     98,         0.0165,       -55.7075,         0.0931,         0.0940,         0.0944,         0.0083,         0.2200,         0.4617
     99,         0.0124,       -30.9499,         0.0953,         0.0941,         0.0944,         0.0475,         0.2337,         0.4546
    100,         0.0212,        15.6246,         0.0953,         0.0942,         0.0945,         0.0358,         0.2317,         0.4612
    101,         0.0218,        31.3009,         0.0953,         0.0940,         0.0944,         0.1283,         0.2850,         0.4925
    102,         0.0218,        25.0594,         0.0953,         0.0939,         0.0943,         0.3229,         0.3529,         0.4829
    103,         0.0224,        21.5660,         0.0953,         0.0938,         0.0942,         0.9713,         0.6471,         0.5487
    104,         0.0225,        15.9517,         0.0952,         0.0936,         0.0941,         0.8329,         0.6637,         0.6367
    105,         0.0224,        10.3553,         0.0952,         0.0934,         0.0940,         0.4579,         0.5383,         0.6746
    106,         0.0221,        10.1834,         0.0953,         0.0937,         0.0942,         0.1687,         0.3987,         0.6387
    107,         0.0219,        15.0807,         0.0953,         0.0938,         0.0942,         0.1967,         0.3762,         0.5833
    108,         0.0220,        12.2497,         0.0953,         0.0939,         0.0943,         0.2458,         0.3887,         0.5583
    109,         0.0222,         8.8507,         0.0953,         0.0938,         0.0942,         0.7038,         0.5896,         0.5983
    110,         0.0232,         5.3808,         0.0953,         0.0939,         0.0943,         1.5375,         1.0600,         0.7896
    111,         0.0238,         2.7004,         0.0953,         0.0939,         0.0943,         1.8200,         1.3225,         1.0354
    112,         0.0251,         1.7746,         0.0953,         0.0940,         0.0943,         2.6108,         1.8642,         1.3808
    113,         0.0256,         9.3362,         0.0953,         0.0941,         0.0944,         2.6408,         2.0271,         1.6433
    114,         0.0433,         8.9740,         0.0953,         0.0939,         0.0943,         3.5021,         2.5754,         1.9683
    115,         0.0354,        11.5591,         0.0953,         0.0937,         0.0942,         4.9688,         3.6092,         2.6596
    116,         0.0409,        12.8808,         0.0953,         0.0936,         0.0941,         5.3292,         4.2217,         3.4142
    117,         0.0382,        10.7711,         0.0953,         0.0938,         0.0942,         3.3525,         3.3888,         3.4104
    118,         0.0543,        14.0176,         0.0953,         0.0936,         0.0941,         3.9567,         3.2896,         2.8729
    119,         0.0728,         8.8217,         0.0952,         0.0933,         0.0939,         5.4621,         4.2692,         3.3867
    120,         0.0477,        16.3918,         0.0953,         0.0936,         0.0941,         6.0646,         4.9946,         4.1325
    121,         0.0416,        23.8327,         0.0953,         0.0938,         0.0942,         4.0954,         4.0271,         3.9425
    122,         0.0431,        18.8147,         0.0953,         0.0936,         0.0941,         3.4796,         3.4213,         3.3612
    123,         0.0592,        13.2951,         0.0953,         0.0935,         0.0940,         4.7004,         4.0500,         3.5412
    124,         0.0536,         8.2149,         0.0953,         0.0934,         0.0939,         5.9658,         4.9183,         4.1050
    125,         0.0490,        12.4670,         0.0953,         0.0937,         0.0941,         6.3842,         5.5008,         4.7587
    126,         0.0653,        13.0929,         0.0953,         0.0935,         0.0940,         6.0004,         5.1354,         4.5308
    127,         0.0568,         8.1247,         0.0953,         0.0935,         0.0940,         8.2667,         6.6204,         5.3412
    128,         0.0701,         4.3426,         0.0953,         0.0936,         0.0941,         8.8642,         7.2083,         5.9433
    129,         0.0659,         3.1953,         0.0953,         0.0937,         0.0941,         9.3279,         7.7667,         6.5117
    130,         0.1051,        -0.8536,         0.0953,         0.0937,         0.0941,         9.7188,         8.0333,         6.7342
    131,         0.1117,       -20.0817,         0.0953,         0.0936,         0.0941,        11.2417,         8.9442,         7.1825
    132,         0.0888,       -32.1793,         0.0952,         0.0935,         0.0940,        11.4025,         9.5596,         7.9804
    133,         0.0424,       -38.9352,         0.0953,         0.0937,         0.0941,         9.6829,         8.9029,         8.1175
    134,         0.0628,       -43.4947,         0.0952,         0.0933,         0.0939,         8.9337,         8.4113,         7.8637
    135,         0.0786,       -52.5146,         0.0952,         0.0930,         0.0937,         9.0513,         8.3617,         7.6525
    136,         0.0748,       -59.2850,         0.0926,         0.0929,         0.0937,         9.5025,         8.6304,         7.7729
    137,         0.0517,       -65.2196,         0.0893,         0.0928,         0.0936,        10.2842,         9.1692,         8.1096
    138,         0.0466,       -70.9043,         0.0859,         0.0928,         0.0935,        10.3675,         9.3112,         8.3417
    139,         0.0566,       -75.2432,         0.0832,         0.0929,         0.0936,        12.7213,        10.5925,         8.8054
    140,         0.0449,       -78.1965,         0.0813,         0.0931,         0.0937,        12.9429,        10.9979,         9.3567
    141,         0.0327,       -70.6768,         0.0915,         0.0935,         0.0940,        12.9383,        11.2783,         9.8088
    142,         0.0385,       -56.8689,         0.0953,         0.0936,         0.0940,        12.8800,        11.2642,         9.8842
    143,         0.0424,       -48.5984,         0.0953,         0.0938,         0.0941,        13.1704,        11.6242,        10.2146
    144,         0.0474,       -50.0317,         0.0953,         0.0938,         0.0942,        11.5712,        10.9421,        10.2225
    145,         0.0992,       -54.3876,         0.0941,         0.0933,         0.0939,        10.8650,        10.4238,         9.8692
    146,         0.0638,       -60.9126,         0.0914,         0.0931,         0.0938,        10.7688,        10.3487,         9.7729
    147,         0.0438,       -64.4132,         0.0923,         0.0932,         0.0938,        10.2013,        10.0613,         9.6954
    148,         0.0552,       -49.5982,         0.0953,         0.0935,         0.0940,        11.2125,        10.4075,         9.5875
    149,         0.0687,       -47.1669,         0.0953,         0.0935,         0.0940,        11.8083,        10.7358,         9.7304
    150,         0.0527,       -47.2847,         0.0953,         0.0938,         0.0941,        12.3154,        11.1713,        10.0804
    151,         0.0734,       -35.0940,         0.0953,         0.0938,         0.0941,        13.4179,        11.7429,        10.2837
    152,         0.0717,       -34.9775,         0.0953,         0.0936,         0.0940,        12.1308,        11.3367,        10.5188
    153,         0.0774,       -43.3444,         0.0952,         0.0933,         0.0939,        11.4904,        10.9563,        10.3687
    154,         0.0864,       -48.5414,         0.0953,         0.0936,         0.0941,        13.8029,        12.0213,        10.5079
    155,         0.0799,       -51.4334,         0.0953,         0.0934,         0.0940,        13.5612,        12.1667,        10.8825
    156,         0.0742,       -56.2472,         0.0939,         0.0933,         0.0939,        13.3954,        12.1746,        11.0721
    157,         0.0941,       -60.5479,         0.0917,         0.0932,         0.0938,        16.1083,        13.5675,        11.5017
    158,         0.0575,       -61.9947,         0.0910,         0.0932,         0.0938,        16.7783,        14.2913,        12.2175
    159,         0.0470,       -64.9364,         0.0895,         0.0934,         0.0939,        14.7767,        13.7050,        12.6117
    160,         0.0759,       -67.7592,         0.0873,         0.0933,         0.0939,        13.6325,        12.9771,        12.2812
    161,         0.0892,       -71.3246,         0.0853,         0.0933,         0.0939,        13.6158,        12.8575,        12.0350
    162,         0.0777,       -74.4862,         0.0831,         0.0932,         0.0938,        13.4758,        12.7504,        11.9421
    163,         0.0761,       -77.6197,         0.0810,         0.0933,         0.0938,        13.1608,        12.5387,        11.8375
    164,         0.0718,       -80.3139,         0.0791,         0.0932,         0.0938,        13.3329,        12.6046,        11.8208
    165,         0.0995,       -83.5193,         0.0766,         0.0927,         0.0937,        14.8296,        13.2646,        11.9121
    166,         0.0322,       -75.4810,         0.0890,         0.0932,         0.0939,        14.0817,        13.1692,        12.2179
    167,         0.0445,       -67.1861,         0.0880,         0.0936,         0.0941,        14.1562,        13.1229,        12.1629
    168,         0.0719,       -67.5675,         0.0895,         0.0936,         0.0941,        14.4242,        13.2312,        12.1542
    169,         0.0418,       -58.5872,         0.0953,         0.0939,         0.0942,        14.6900,        13.5096,        12.3921
    170,         0.0725,       -52.2537,         0.0953,         0.0940,         0.0943,        14.6387,        13.5079,        12.4650
    171,         0.0888,       -53.5965,         0.0946,         0.0940,         0.0943,        14.4437,        13.4517,        12.4867
    172,         0.0744,       -44.2609,         0.0953,         0.0939,         0.0943,        13.7642,        13.1546,        12.4717
    173,         0.1061,         8.5450,         0.0953,         0.0941,         0.0944,        13.8917,        13.2037,        12.4646
    174,         0.1152,        17.8850,         0.0953,         0.0941,         0.0944,        13.2771,        12.8488,        12.3117
    175,         0.1399,        14.0832,         0.0953,         0.0938,         0.0942,        13.4733,        12.7979,        12.1117
    176,         0.1809,         9.2258,         0.0953,         0.0936,         0.0941,        15.2588,        13.7454,        12.4025
    177,         0.1608,         6.6146,         0.0953,         0.0938,         0.0942,        15.1304,        13.9208,        12.8054
    178,         0.1375,        43.7589,         0.0953,         0.0939,         0.0943,        15.0596,        14.1133,        13.1704
    179,         0.1322,        51.8918,         0.0953,         0.0936,         0.0941,        14.6129,        13.7921,        13.0062
    180,         0.1847,        41.4379,         0.0952,         0.0931,         0.0938,        14.9613,        13.9887,        13.0746
    181,         0.1894,        32.7806,         0.0953,         0.0934,         0.0940,        16.5688,        14.9658,        13.5746
    182,         0.2141,        27.1924,         0.0953,         0.0935,         0.0940,        18.4288,        16.1446,        14.2575
    183,         0.2174,        23.4812,         0.0953,         0.0932,         0.0939,        18.5442,        16.6450,        14.9917
    184,         0.2231,        16.2765,         0.0952,         0.0931,         0.0938,        17.7429,        16.3575,        15.1171
    185,         0.2480,        10.5494,         0.0952,         0.0931,         0.0938,        19.0204,        17.0208,        15.2921
    186,         0.2637,         6.7623,         0.0952,         0.0931,         0.0937,        19.5371,        17.5408,        15.7500
    187,         0.2548,        -1.6335,         0.0952,         0.0930,         0.0937,        18.1771,        17.0096,        15.8658
    188,         0.2453,       -20.6417,         0.0952,         0.0930,         0.0937,        19.1825,        17.4467,        15.8779
    189,         0.1923,       -19.3254,         0.0952,         0.0931,         0.0937,        18.6117,        17.2913,        16.0083
    190,         0.1949,       -28.0704,         0.0953,         0.0933,         0.0938,        19.1429,        17.5721,        16.1083
    191,         0.1824,       -36.5251,         0.0953,         0.0932,         0.0938,        19.3050,        17.6996,        16.2142
    192,         0.1457,       -44.8652,         0.0952,         0.0931,         0.0938,        18.7321,        17.5512,        16.3383
    193,         0.1236,       -50.9602,         0.0952,         0.0932,         0.0938,        17.3817,        16.9138,        16.2300
    194,         0.1306,       -56.1837,         0.0943,         0.0931,         0.0937,        15.9329,        15.9983,        15.7537
    195,         0.0985,       -60.5323,         0.0924,         0.0933,         0.0938,        16.1146,        15.8954,        15.4233
    196,         0.1354,       -59.6925,         0.0931,         0.0935,         0.0939,        17.8454,        16.5212,        15.3067
    197,         0.1156,       -60.1125,         0.0921,         0.0937,         0.0941,        19.2563,        17.3296,        15.6421
    198,         0.1048,       -60.4947,         0.0921,         0.0939,         0.0942,        19.9083,        17.8775,        16.1079
    199,         0.1360,       -61.7468,         0.0903,         0.0936,         0.0940,        20.9542,        18.5400,        16.5363
    200,         0.1366,        -9.7149,         0.0953,         0.0938,         0.0942,        19.0471,        18.0213,        16.9521
    201,         0.2311,        41.5150,         0.0953,         0.0936,         0.0941,        20.0162,        18.4821,        17.1179
    202,         0.2462,        32.8345,         0.0953,         0.0933,         0.0939,        20.1983,        18.8004,        17.5071
    203,         0.3022,        24.9339,         0.0952,         0.0932,         0.0938,        20.2046,        18.8504,        17.5679
    204,         0.2688,        27.1634,         0.0952,         0.0934,         0.0939,        18.7321,        18.2217,        17.5125
    205,         0.3244,        23.7228,         0.0953,         0.0933,         0.0939,        18.4454,        17.7783,        17.0212
    206,         0.3190,        17.0797,         0.0952,         0.0932,         0.0938,        19.0725,        18.0546,        16.9871
    207,         0.3059,        10.9587,         0.0952,         0.0932,         0.0938,        18.1942,        17.6408,        16.9400
    208,         0.2945,        11.0863,         0.0953,         0.0935,         0.0940,        18.7679,        17.8571,        16.8883
    209,         0.3070,         7.2557,         0.0953,         0.0934,         0.0939,        18.6117,        17.7675,        16.8608
    210,         0.2966,         2.6040,         0.0953,         0.0933,         0.0939,        18.5167,        17.7175,        16.8496
    211,         0.3148,       -14.2251,         0.0953,         0.0933,         0.0939,        18.6296,        17.7437,        16.8358
    212,         0.2217,       -31.6432,         0.0953,         0.0932,         0.0938,        18.5254,        17.7646,        16.9096
    213,         0.1654,       -33.4915,         0.0953,         0.0933,         0.0939,        18.7025,        17.7871,        16.8854
    214,         0.2290,        46.8128,         0.0953,         0.0932,         0.0938,        20.1154,        18.7275,        17.4054
    215,         0.2362,        37.5552,         0.0953,         0.0932,         0.0938,        18.6258,        18.0471,        17.3975
    216,         0.3225,        29.5645,         0.0953,         0.0932,         0.0938,        19.1508,        18.2371,        17.3275
    217,         0.2854,        34.7675,         0.0953,         0.0934,         0.0939,        18.9688,        18.2275,        17.4208
    218,         0.2559,        47.1130,         0.0953,         0.0937,         0.0941,        18.0346,        17.6838,        17.1804
    219,         0.3131,        42.1777,         0.0953,         0.0937,         0.0941,        17.8588,        17.4817,        16.9525
    220,         0.2849,        39.3547,         0.0953,         0.0937,         0.0941,        17.5633,        17.2450,        16.7579
    221,         0.3004,        37.2496,         0.0953,         0.0936,         0.0941,        17.2425,        17.0633,        16.6737
    222,         0.2771,        29.5374,         0.0953,         0.0934,         0.0940,        16.1217,        16.3029,        16.2117
    223,         0.2953,        22.6720,         0.0953,         0.0934,         0.0940,        16.6396,        16.4075,        16.0183
    224,         0.2417,        27.0832,         0.0953,         0.0937,         0.0941,        17.3333,        16.7804,        16.1458
    225,         0.2801,        22.4774,         0.0953,         0.0937,         0.0941,        17.6721,        16.9775,        16.2696
    226,         0.2843,        16.9337,         0.0953,         0.0936,         0.0941,        17.5521,        16.9779,        16.3633
    227,         0.3028,        11.8070,         0.0953,         0.0936,         0.0940,        17.9646,        17.2142,        16.4717
    228,         0.2849,         9.3882,         0.0953,         0.0937,         0.0941,        18.4675,        17.5758,        16.7063
    229,         0.3012,         7.3409,         0.0952,         0.0934,         0.0940,        17.4000,        17.0950,        16.6675
    230,         0.2804,         2.6005,         0.0953,         0.0934,         0.0939,        17.6046,        17.1038,        16.5496
    231,         0.3112,        -4.0197,         0.0953,         0.0933,         0.0939,        18.1608,        17.4400,        16.6750
    232,         0.2364,       -25.0800,         0.0953,         0.0933,         0.0939,        16.2229,        16.4958,        16.4813
    233,         0.1961,       -36.1813,         0.0953,         0.0933,         0.0939,        15.4842,        15.9175,        16.0346
    234,         0.1852,       -43.6255,         0.0953,         0.0933,         0.0939,        16.2817,        16.0975,        15.7813
    235,         0.1731,       -48.5410,         0.0953,         0.0935,         0.0940,        17.5138,        16.7163,        15.9396
    236,         0.1470,       -52.9815,         0.0953,         0.0934,         0.0939,        17.4250,        16.8167,        16.1658
    237,         0.1402,       -57.1096,         0.0937,         0.0933,         0.0939,        16.3487,        16.2808,        16.0692
    238,         0.1583,       -60.8787,         0.0915,         0.0933,         0.0938,        16.9767,        16.5188,        16.0042
    239,         0.1236,       -64.9193,         0.0894,         0.0933,         0.0939,        15.6142,        15.8958,        15.9213
    240,         0.1385,       -67.5712,         0.0879,         0.0934,         0.0939,        15.2971,        15.6025,        15.6446
    241,         0.1469,       -70.1036,         0.0859,         0.0934,         0.0939,        15.7637,        15.7046,        15.5417
    242,         0.1133,       -72.4601,         0.0848,         0.0934,         0.0939,        16.5742,        16.0237,        15.4704
    243,         0.1187,       -73.0844,         0.0844,         0.0935,         0.0940,        16.9592,        16.2296,        15.5329
    244,         0.1405,       -73.9432,         0.0835,         0.0935,         0.0940,        17.7621,        16.6771,        15.7475
    245,         0.1237,       -75.4663,         0.0821,         0.0936,         0.0940,        17.5312,        16.8196,        16.1062
    246,         0.1262,       -77.5238,         0.0807,         0.0936,         0.0940,        15.7571,        15.9546,        15.9554
    247,         0.1265,       -79.5060,         0.0791,         0.0935,         0.0940,        15.3788,        15.6538,        15.6688
    248,         0.1193,       -81.9111,         0.0775,         0.0935,         0.0940,        13.0892,        14.3663,        15.1400
    249,         0.1324,       -84.1202,         0.0762,         0.0930,         0.0940,        12.7883,        13.8921,        14.5533
    250,         0.1164,       -86.2569,         0.0755,         0.0921,         0.0940,        13.2775,        13.8979,        14.2154
    251,         0.1150,       -88.3000,         0.0746,         0.0912,         0.0940,        14.0375,        14.1804,        14.1592
    252,         0.0964,       -90.7034,         0.0735,         0.0902,         0.0939,        14.3692,        14.3675,        14.2492
    253,         0.1097,       -93.0404,         0.0726,         0.0893,         0.0939,        14.5554,        14.4833,        14.3271
    254,         0.1065,       -94.8549,         0.0719,         0.0884,         0.0940,        14.6696,        14.5746,        14.4083
    255,         0.1038,       -96.6832,         0.0710,         0.0875,         0.0939,        14.9200,        14.7221,        14.4742
    256,         0.0900,       -98.7318,         0.0704,         0.0865,         0.0939,        12.8400,        13.7975,        14.3500
    257,         0.1158,      -101.1689,         0.0696,         0.0856,         0.0939,        10.6363,        12.5650,        13.8171
    258,         0.0531,      -104.5264,         0.0689,         0.0847,         0.0940,         8.3892,        11.1058,        12.9625
    259,         0.0599,      -107.9669,         0.0681,         0.0838,         0.0939,         8.0883,        10.5037,        12.1742
    260,         0.0582,      -111.0473,         0.0675,         0.0831,         0.0940,         8.8075,        10.4775,        11.6425
    261,         0.0353,      -105.7106,         0.0740,         0.0826,         0.0941,        10.7417,        11.2521,        11.5758
    262,         0.0709,      -100.6018,         0.0734,         0.0819,         0.0941,        10.0213,        10.9558,        11.5875
    263,         0.0477,       -98.9680,         0.0770,         0.0837,         0.0942,        10.6658,        11.1625,        11.5283
    264,         0.0429,       -90.0857,         0.0767,         0.0890,         0.0942,        10.8596,        11.1996,        11.4288
    265,         0.0936,       -89.1934,         0.0764,         0.0887,         0.0943,        10.0096,        10.8250,        11.4192
    266,         0.0801,       -90.3024,         0.0759,         0.0881,         0.0943,         8.9908,        10.3067,        11.2525
    267,         0.0749,       -91.3431,         0.0755,         0.0877,         0.0943,         8.5237,         9.9200,        10.9279
