      1,       150.0000
      2,       150.0000
      3,       150.0000
      4,       150.0000
      5,       150.0000
      6,       150.0000
      7,       150.0000
      8,       150.0000
      9,       150.0000
     10,       150.0000
     11,       150.0000
     12,       150.0000
     13,       150.0000
     14,       150.0000
     15,       150.0000
     16,       150.0000
     17,       150.0000
     18,       150.0000
     19,       150.0000
     20,       150.0000
     21,       150.0000
     22,       150.0000
     23,       150.0000
     24,       150.0000
     25,       150.0000
     26,       150.0000
     27,       150.0000
     28,       150.0000
     29,       150.0000
     30,       150.0000
     31,       150.0000
     32,       150.0000
     33,       150.0000
     34,       150.0000
     35,       150.0000
     36,       150.0000
     37,       150.0000
     38,       150.0000
     39,       150.0000
     40,       150.0000
     41,       150.0000
     42,       150.0000
     43,       150.0000
     44,       150.0000
     45,       150.0000
     46,       150.0000
     47,       150.0000
     48,       150.0000
     49,       150.0000
     50,       150.0000
     51,       150.0000
     52,       150.0000
     53,       150.0000
     54,       150.0000
     55,       150.0000
     56,       150.0000
     57,       150.0000
     58,       150.0000
     59,       150.0000
     60,       150.0000
     61,       150.0000
     62,       150.0000
     63,       150.0000
     64,       150.0000
     65,       150.0000
     66,       150.0000
     67,       150.0000
     68,       150.0000
     69,       150.0000
     70,       150.0000
     71,       150.0000
     72,       150.0000
     73,       150.0000
     74,       150.0000
     75,       150.0000
     76,       150.0000
     77,       150.0000
     78,       150.0000
     79,       150.0000
     80,       150.0000
     81,       150.0000
     82,       150.0000
     83,       150.0000
     84,       150.0000
     85,       150.0000
     86,       150.0000
     87,       150.0000
     88,       150.0000
     89,       150.0000
     90,       150.0000
     91,       150.0000
     92,       150.0000
     93,       150.0000
     94,       150.0000
     95,       150.0000
     96,       150.0000
     97,       150.0000
     98,       150.0000
     99,       150.0000
    100,       150.0000
    101,       150.0000
    102,       150.0000
    103,       150.0000
    104,       150.0000
    105,       150.0000
    106,       150.0000
    107,       150.0000
    108,       150.0000
    109,       150.0000
    110,       150.0000
    111,       150.0000
    112,       150.0000
    113,       150.0000
    114,       150.0000
    115,       150.0000
    116,       150.0000
    117,       150.0000
    118,       150.0000
    119,       150.0000
    120,       150.0000
    121,       150.0000
    122,       150.0000
    123,       150.0000
    124,       150.0000
    125,       150.0000
    126,       150.0000
    127,       150.0000
    128,       150.0000
    129,       150.0000
    130,       150.0000
    131,       150.0000
    132,       150.0000
    133,       150.0000
    134,       150.0000
    135,       150.0000
    136,       150.0000
    137,       150.0000
    138,       150.0000
    139,       150.0000
    140,       150.0000
    141,       150.0000
    142,       150.0000
    143,       150.0000
    144,       150.0000
    145,       150.0000
    146,       150.0000
    147,       150.0000
    148,       150.0000
    149,       150.0000
    150,       150.0000
    151,       150.0000
    152,       150.0000
    153,       150.0000
    154,       150.0000
    155,       150.0000
    156,       150.0000
    157,       150.0000
    158,       150.0000
    159,       150.0000
    160,       150.0000
    161,       150.0000
    162,       150.0000
    163,       150.0000
    164,       150.0000
    165,       150.0000
    166,       150.0000
    167,       150.0000
    168,       150.0000
    169,       150.0000
    170,       150.0000
    171,       150.0000
    172,       150.0000
    173,       150.0000
    174,       150.0000
    175,       150.0000
    176,       150.0000
    177,       150.0000
    178,       150.0000
    179,       150.0000
    180,       150.0000
    181,       150.0000
    182,       150.0000
    183,       150.0000
    184,       150.0000
    185,       150.0000
    186,       150.0000
    187,       150.0000
    188,       150.0000
    189,       150.0000
    190,       150.0000
    191,       150.0000
    192,       150.0000
    193,       150.0000
    194,       150.0000
    195,       150.0000
    196,       150.0000
    197,       150.0000
    198,       150.0000
    199,       150.0000
    200,       150.0000
    201,       150.0000
    202,       150.0000
    203,       150.0000
    204,       150.0000
    205,       150.0000
    206,       150.0000
    207,       150.0000
    208,       150.0000
    209,       150.0000
    210,       150.0000
    211,       150.0000
    212,       150.0000
    213,       150.0000
